VraagID;Zorgkantoor;Vraagtekst;Antwoordtekst;Documentnaam;Paragraafnaam;Landelijke documentnaam;Landelijke paragraafnaam;Klaar voor publicatie;Definitief antwoord (Nota van Inlichtingen);Vraag in Nota van Inlichtingen (gematcht);Bron document (NvI);Bron paragraaf (NvI);Matchscore (vraagherkenning);Matchkwaliteit;Antwoordovereenkomst (AI-concept vs definitief)
;Notilyze;U hanteert in uw inkoopbeleid eigen uitgangspunten en cliëntgroepen voor zorg met verblijf, vooruitlopend op het nog vast te stellen afwegingskader in het kader van het HLO. Op welke gronden acht u dit gerechtvaardigd, en hoe verhoudt dit zich tot landelijke afspraken?;"Wij lopen niet vooruit op landelijke afspraken: het uitgangspunt ‘thuis als het kan, zorg met verblijf als het nodig is’ sluit aan bij het landelijke kader waarin ‘thuis, tenzij’ de norm is en waarin zorgkantoren inzetten op randvoorwaarden voor extramuralisering. Onze keuzes zijn gerechtvaardigd vanuit de opgave om langdurige zorg met verblijf beschikbaar te houden voor ouderen met de meest intensieve of complexe zorgvragen; daarbij blijft per klant leidend of zorg thuis verantwoord en haalbaar is. Zie inkoopbeleid Wlz V&V 2027-2029, paragraaf 1.3 en bijlage 2 Landelijk Beleidskader Wlz 2027, paragraaf 3.1.";Inkoopbeleid V&V Wlz 2027-2029;6.1 Het zorgaanbod sluit aan op de verwachte vraag.;;;FALSE;Wij lopen niet vooruit op landelijke afspraken: het uitgangspunt ‘thuis als het kan, zorg met verblijf als het nodig is’ sluit aan bij het landelijke kader waarin ‘thuis, tenzij’ de norm is en waarin zorgkantoren inzetten op randvoorwaarden voor extramuralisering.;U hanteert in uw inkoopbeleid eigen uitgangspunten en cliëntgroepen voor zorg met verblijf, vooruitlopend op het nog vast te stellen afwegingskader in het kader van het HLO. Op welke gronden acht u dit gerechtvaardigd, en hoe verhoudt dit zich tot landelijke afspraken?;Nota van Inlichtingen Inkoopbeleid V&V Wlz 2027-2029;6.1 Het zorgaanbod sluit aan op de verwachte vraag.;1.000;Hoog;0.711
;Notilyze;U stelt dat u per regio gerichte afspraken maakt met een beperkt aantal aanbieders. Op basis van welke objectief toetsbare en transparante criteria selecteert u deze aanbieders, en hoe borgt u dat deze selectie non-discriminatoir, verifieerbaar en voor alle aanbieders op gelijke wijze toepasbaar is?;"Wij selecteren deze aanbieders niet via een generieke rangorde of uniforme landelijke set criteria. De afspraken worden per regio gemaakt, omdat de regionale opgave, schaal en bestaande samenwerking verschillen; daarbij gaan wij gericht in gesprek met een beperkt aantal aanbieders die een grotere rol spelen in de regio. Voor de coördinatiefunctie gelden wel expliciete voorwaarden, waaronder één herkenbaar aanspreekpunt per regio, regionale afspraken over organisatie en uitvoering, samenwerking met andere aanbieders en jaarlijkse informatieaanlevering over het functioneren. Zie inkoopbeleid Wlz V&V 2027-2029, paragraaf 6.2.";Inkoopbeleid V&V Wlz 2027-2029;6.2 Essentiële voorzieningen geborgd in de regio.;;;FALSE;"Wij selecteren deze zorgaanbieders niet via een generieke rangorde of uniforme landelijke set criteria. De afspraken worden per regio gemaakt, omdat de regionale opgave, schaal en bestaande samenwerking verschillen; daarbij gaan wij gericht in gesprek met een beperkt aantal aanbieders die een grotere rol spelen in de regio. Het is aan het zorgkantoor om te selecteren met welke zorgaanbieders in gesprek gegaan wordt over een rol t.a.v. de essentiële voorzieningen.";U stelt dat u per regio gerichte afspraken maakt met een beperkt aantal aanbieders. Op basis van welke objectief toetsbare en transparante criteria selecteert u deze aanbieders, en hoe borgt u dat deze selectie non- discriminatoir, verifieerbaar en voor alle aanbieders op gelijke wijze toepasbaar is?;Nota van Inlichtingen Inkoopbeleid V&V Wlz 2027-2029;6.2 Essentiële voorzieningen geborgd in de regio.;0.957;Hoog;0.654
;Notilyze;U stelt dat u werkt met een vaste beoordelingsmethode met duidelijke onderdelen. Hoe zijn deze criteria gewogen, op welke wijze zijn deze vooraf kenbaar gemaakt, en hoe wordt geborgd dat deze objectief toetsbaar en verifieerbaar zijn voor aanbieders?;"De onderdelen van de beoordelingsmethode zijn vooraf kenbaar gemaakt doordat wij deze in de betreffende paragraaf hebben opgenomen. Er is geen afzonderlijke weging of scoremodel vastgelegd; bij de beoordeling nemen wij de genoemde onderdelen mee en gebruiken wij de gegevens die bij ons bekend zijn, in combinatie met de regionale kennis van inkopers en transitieadviseurs. U hoort uiterlijk 28 augustus 2026 of wij met u afspraken willen maken over essentiële voorzieningen. Zie inkoopbeleid Wlz V&V 2027-2029, paragraaf 6.7.";Inkoopbeleid V&V Wlz 2027-2029;6.7 We maken per regio afspraken met een beperkt aantal zorgaanbieders.;;;FALSE;"De onderdelen van de beoordelingsmethode zijn vooraf kenbaar gemaakt doordat wij deze in de betreffende paragraaf hebben opgenomen. Er is geen afzonderlijke weging of scoremodel vastgelegd; bij de beoordeling nemen wij de genoemde onderdelen mee en gebruiken wij de gegevens die bij ons bekend zijn, in combinatie met de regionale kennis van inkopers en transitieadviseurs. U hoort uiterlijk 28 augustus 2026 of wij met u afspraken willen maken over essentiële voorzieningen.";U stelt dat u werkt met een vaste beoordelingsmethode met duidelijke onderdelen. Hoe zijn deze criteria gewogen, op welke wijze zijn deze vooraf kenbaar gemaakt, en hoe wordt geborgd dat deze objectief toetsbaar en verifieerbaar zijn voor aanbieders?;Nota van Inlichtingen Inkoopbeleid V&V Wlz 2027-2029;6.7 We maken per regio afspraken met een beperkt aantal zorgaanbieders.;1.000;Hoog;0.973
;Notilyze;U stelt dat u zorgaanbieders zorgvuldig kiest. Op basis van welke objectief toetsbare criteria vindt deze selectie plaats, en hoe borgt u dat deze non-discriminatoir, transparant en consistent wordt toegepast ter voorkoming van willekeur?;"Wij gebruiken hiervoor een vaste beoordelingsmethode met duidelijke onderdelen. Bij de beoordeling nemen wij mee of de zorgaanbieder een afspraak heeft voor crisiszorg of IBS-zorg, een trekkende of coördinerende rol heeft voor ANW-zorg, een behandelfunctie beschikbaar stelt voor andere zorgaanbieders, voorzieningen biedt voor kortdurende zorg en verblijf, en de coördinatiefunctie voor de regio organiseert. Onze inkopers en transitieadviseurs gebruiken daarbij de bij ons bekende gegevens en de regionale kennis; u hoort uiterlijk 28 augustus 2026 of wij met u afspraken willen maken over essentiële voorzieningen. Zie inkoopbeleid Wlz V&V 2027-2029, paragraaf 6.7.";Inkoopbeleid V&V Wlz 2027-2029;6.7 We maken per regio afspraken met een beperkt aantal zorgaanbieders.;;;FALSE;"Wij gebruiken hiervoor een vaste beoordelingsmethode met duidelijke onderdelen. Bij de beoordeling nemen wij mee of de zorgaanbieder een afspraak heeft voor crisiszorg of IBS- zorg, een trekkende of coördinerende rol heeft voor ANW- zorg, een behandelfunctie beschikbaar stelt voor andere zorgaanbieders, voorzieningen biedt voor kortdurende zorg en verblijf, en de coördinatiefunctie voor de regio organiseert. Onze inkopers en transitieadviseurs gebruiken daarbij de bij ons bekende gegevens en de regionale kennis; u hoort uiterlijk 28 augustus 2026 of wij met u afspraken willen maken over essentiële voorzieningen.";U stelt dat u zorgaanbieders zorgvuldig kiest. Op basis van welke objectief toetsbare criteria vindt deze selectie plaats, en hoe borgt u dat deze non-discriminatoir, transparant en consistent wordt toegepast ter voorkoming van willekeur?;Nota van Inlichtingen Inkoopbeleid V&V Wlz 2027-2029;6.7 We maken per regio afspraken met een beperkt aantal zorgaanbieders.;1.000;Hoog;0.951
;Notilyze;U stelt dat regioplanafspraken worden vertaald naar (aanvullingen op) de overeenkomst. Welke rechtsmiddelen hebben aanbieders indien zij zich niet kunnen verenigen met deze contractuele vertaling, en hoe is hun positie in bezwaar of geschilbeslechting geborgd?;"Bij een geschil proberen partijen dit eerst samen op te lossen. Lukt dat niet, dan kan het geschil worden voorgelegd aan de Onafhankelijke Geschilleninstantie Zorgcontractering bij het Nederlands Arbitrage Instituut of aan de bevoegde rechtbank te Den Haag. Als een aanpassing van de overeenkomst noodzakelijk is en partijen daarover geen overeenstemming bereiken, kan ieder van de partijen de overeenkomst opzeggen met een opzegtermijn van drie maanden. Zie bijlage 3A Overeenkomst Wlz 2027-2029, artikel 25 lid 3 en lid 4; zie inkoopbeleid Wlz V&V 2027-2029, paragraaf 6.1.";Inkoopbeleid V&V Wlz 2027-2029;6.8 We ondersteunen initiatieven in de regio.;;;FALSE;Bij een geschil proberen partijen dit eerst samen op te lossen. Lukt dat niet, dan kan het geschil worden voorgelegd aan de Onafhankelijke Geschilleninstantie Zorgcontractering bij het Nederlands Arbitrage Instituut of aan de bevoegde rechtbank te Den Haag.;U stelt dat regioplanafspraken worden vertaald naar (aanvullingen op) de overeenkomst. Welke rechtsmiddelen hebben aanbieders indien zij zich niet kunnen verenigen met deze contractuele vertaling, en hoe is hun positie in bezwaar of geschilbeslechting geborgd?;Nota van Inlichtingen Inkoopbeleid V&V Wlz 2027-2029;6.8 We ondersteunen initiatieven in de regio.;1.000;Hoog;0.755
;Notilyze;U stelt dat middelen voor DOS‑preventieve maatregelen voorrang hebben op het regiobudget HLO. Wat wordt in dit verband verstaan onder ‘voorrang’, en hoe werkt dit door in de toekenning en beschikbaarheid van middelen?;"Met ‘voorrang’ bedoelen wij dat we bij regionale initiatieven eerst kijken of inzet van middelen voor DOS-preventieve maatregelen passend en beschikbaar is; pas daarna komt het regiobudget HLO in beeld. Voor DOS-preventieve maatregelen geldt domeinoverstijgende samenwerking als uitgangspunt en is cofinanciering door partijen buiten de Wlz verplicht. De beschikbaarheid van DOS-middelen is nog afhankelijk van VWS; als deze middelen niet beschikbaar komen, verwerken wij dat in een aanvulling op het inkoopbeleid van het betreffende jaar. Voor het regiobudget HLO is voor Zilveren Kruis naar verwachting € 17 miljoen per jaar beschikbaar, waarvan 10% wordt gereserveerd voor afspraken die meerdere regio’s betreffen en de rest over de regio’s wordt verdeeld. Zie inkoopbeleid Wlz V&V 2027-2029, paragraaf 6.8.";Inkoopbeleid V&V Wlz 2027-2029;6.8 We ondersteunen initiatieven in de regio.;;;FALSE;"Met ‘voorrang’ bedoelen wij dat we bij regionale initiatieven eerst kijken of inzet van middelen voor DOS-preventieve maatregelen passend is; pas als niet aan de voorwaarden voor DOS financiering voldaan kan worden komt het regiobudget HLO in beeld. Voor DOS-preventieve maatregelen geldt domeinoverstijgende samenwerking als uitgangspunt en is cofinanciering door partijen buiten de Wlz verplicht. Bij beoordeling van plannen voor het HLO regiobudget wordt getoetst of DOS passender zou kunnen zijn.";U stelt dat middelen voor DOS-preventieve maatregelen voorrang hebben op het regiobudget HLO. Wat wordt in dit verband verstaan onder ‘voorrang’, en hoe werkt dit door in de toekenning en beschikbaarheid van middelen?;Nota van Inlichtingen Inkoopbeleid V&V Wlz 2027-2029;6.8 We ondersteunen initiatieven in de regio.;0.898;Hoog;0.691
;Notilyze;U stelt dat het beleid DOS‑preventieve maatregelen medio juni 2026 wordt gepubliceerd, terwijl eerder mei is gecommuniceerd. Wat is de oorzaak van deze vertraging, en hoe waarborgt u tijdige en zorgvuldige implementatie, mede gezien de doorwerking in 2026?;"Ga hierover met uw inkoper in gesprek. Wij publiceren het inkoopbeleid DOS Preventieve maatregelen naar verwachting medio juni 2026; de oorzaak van de verschuiving ten opzichte van een eerdere communicatie en specifieke uitvoeringsafspraken voor implementatie of doorwerking in 2026 zijn hier niet vastgelegd. Voor de inzet van deze middelen geldt dat Domeinoverstijgend Samenwerken het uitgangspunt is en dat cofinanciering door partijen buiten de Wlz verplicht is. Zie inkoopbeleid Wlz V&V 2027-2029, paragraaf 6.8; inkoopbeleid Wlz GZ 2027-2029, paragraaf 2.6; inkoopbeleid Wlz GGZ 2027-2029, paragraaf 2.5.";Inkoopbeleid V&V Wlz 2027-2029;6.8 We ondersteunen initiatieven in de regio.;;;FALSE;Domeinoverstijgende samenwerking en de inzet van middelen voor preventieve maatregelen maken geen onderdeel uit van de reguliere Wlz-zorginkoop. De zorgkantoren publiceren hiervoor binnenkort afzonderlijk beleid over. Vragen over voorwaarden, aanvraagproces, continuering of financiering van DOS-projecten worden binnen dat beleid beantwoord.;U stelt dat het beleid DOS-preventieve maatregelen medio juni 2026 wordt gepubliceerd, terwijl eerder mei is gecommuniceerd. Wat is de oorzaak van deze vertraging, en hoe waarborgt u tijdige en zorgvuldige implementatie, mede gezien de doorwerking in 2026?;Nota van Inlichtingen Inkoopbeleid V&V Wlz 2027-2029;6.8 We ondersteunen initiatieven in de regio.;0.920;Hoog;0.322
;Notilyze;U stelt dat bij een deel van de aanbieders een lager tariefpercentage wordt afgesproken, onder meer bij een lagere bijdrage aan regionale ontwikkeling. Op basis van welke objectief toetsbare criteria vindt deze selectie plaats, en hoe borgt u een transparante en niet‑discretionaire toepassing?;"Wij selecteren zorgaanbieders voor een tariefpercentage 2% onder het vertrektariefpercentage op basis van drie criteria: minder bijdragen aan regionale ontwikkeling, niet de volledige breedte van zorg binnen een prestatie leveren of een lagere dan gemiddelde zorgzwaartemix hebben, en een hoog positief resultaat. Zorgaanbieders voor wie dit geldt, ontvangen hierover uiterlijk 28 augustus 2026 bericht. Daarnaast kunnen wij vanuit doelmatigheid in gesprek gaan en maatwerkafspraken maken over het tariefpercentage. Zie inkoopbeleid Wlz GZ 2027-2029, paragraaf 5.4; inkoopbeleid Wlz GGZ 2027-2029, paragraaf 5.4; inkoopbeleid Wlz V&V 2027-2029, paragraaf 7.4.";Inkoopbeleid V&V Wlz 2027-2029;7.4 Met een deel van de zorgaanbieders spreken we een lager tariefpercentage af.;;;FALSE;Met minder bijdragen aan regionale ontwikkeling bedoelen wij dat een zorgaanbieder een minder grote rol pakt ten opzichte van andere zorgaanbieders in de regio. Zoals bijvoorbeeld het borgen van voorzieningen voor de regio. Onze inkopers hebben zicht op welke partijen in vergelijking tot andere zorgaanbieders een minder grote bijdragen leveren aan de regionale ontwikkeling in de regio.;U stelt dat bij een deel van de aanbieders een lager tariefpercentage wordt afgesproken, onder meer bij een lagere bijdrage aan regionale ontwikkeling. Op basis van welke objectief toetsbare criteria vindt deze selectie plaats, en hoe borgt u een transparante en niet-discretionaire toepassing?;Nota van Inlichtingen Inkoopbeleid V&V Wlz 2027-2029;7.4 Met een deel van de zorgaanbieders spreken we een lager tariefpercentage af.;0.906;Hoog;0.237
;Notilyze;U stelt dat maatwerkafspraken over tariefpercentages mogelijk zijn met het oog op doelmatigheid. Kunt u toelichten hoe deze afspraken eruitzien, in hoeverre het tariefpercentage wordt aangepast, en hoe deze afspraken objectief toetsbaar en contractueel worden vastgelegd?;"Wij kunnen hierover op voorhand geen generieke invulling geven. Voor een deel van de zorgaanbieders geldt een tariefpercentage dat 2% onder het vertrektariefpercentage ligt, op basis van de genoemde criteria; daarnaast kunnen wij met zorgaanbieders in gesprek gaan over maatwerkafspraken met het oog op doelmatigheid. De concrete invulling, toetsbaarheid en vastlegging hangen af van de afspraken die wij met u maken; definitieve afspraken leggen wij vast in de overeenkomst. Zie inkoopbeleid Wlz V&V 2027-2029, paragraaf 7.4.";Inkoopbeleid V&V Wlz 2027-2029;7.4 Met een deel van de zorgaanbieders spreken we een lager tariefpercentage af.;;;FALSE;"Wij kunnen hierover op voorhand geen generieke invulling geven. Voor een deel van de zorgaanbieders geldt een tariefpercentage dat 2% onder het vertrektariefpercentage ligt, op basis van de genoemde criteria; daarnaast kunnen wij met zorgaanbieders in gesprek gaan over maatwerkafspraken met het oog op doelmatigheid. De concrete invulling, toetsbaarheid en vastlegging hangen af van de afspraken die wij met u maken. Een voorbeeld van een maatwerkafspraak, is dat wij voor (een) specifieke prestatie(s) een lager tariefpercentage afspreken. In de Initiële Afspraak, onderdeel van de overeenkomst, leggen wij het tariefpercentage vast en indien nodig leggen we de aanvullende (tarief)afspraken vast in de overeenkomst.";U stelt dat maatwerkafspraken over tariefpercentages mogelijk zijn met het oog op doelmatigheid. Kunt u toelichten hoe deze afspraken eruitzien, in hoeverre het tariefpercentage wordt aangepast, en hoe deze afspraken objectief toetsbaar en contractueel worden vastgelegd?;Nota van Inlichtingen Inkoopbeleid V&V Wlz 2027-2029;7.4 Met een deel van de zorgaanbieders spreken we een lager tariefpercentage af.;1.000;Hoog;0.788
;Notilyze;U stelt dat een lager tariefpercentage kan worden toegepast bij een hoog positief resultaat. Kunt u toelichten op welke wijze u corrigeert voor resultaten uit niet‑zorgactiviteiten, zoals wonen en services, zodat uitsluitend het resultaat uit Wlz‑zorg bepalend is voor een eventuele tariefverlaging?;"Ga hierover met uw inkoper in gesprek. Wij vragen bij een hoog positief resultaat om een toelichting op dit resultaat en bekijken samen met u hoe het resultaat wordt ingezet en of lagere tariefpercentages mogelijk zijn; een specifieke correctiemethode voor resultaten uit niet-zorgactiviteiten is niet vastgelegd. Zie inkoopbeleid Wlz GZ 2027-2029, paragrafen 5.4 en 6.10.";Inkoopbeleid V&V Wlz 2027-2029;7.4 Met een deel van de zorgaanbieders spreken we een lager tariefpercentage af.;;;FALSE;We kijken naar het resultaat op basis van de meest recente jaarrekeningen. We corrigeren hierbij niet voor de onderdelen die u noemt.;U stelt dat een lager tariefpercentage kan worden toegepast bij een hoog positief resultaat. Kunt u toelichten op welke wijze u corrigeert voor resultaten uit niet-zorgactiviteiten, zoals wonen en services, zodat uitsluitend het resultaat uit Wlz-zorg bepalend is voor een eventuele tariefverlaging?;Nota van Inlichtingen Inkoopbeleid V&V Wlz 2027-2029;7.4 Met een deel van de zorgaanbieders spreken we een lager tariefpercentage af.;0.875;Hoog;0.215
;Notilyze;U stelt dat een lager tariefpercentage kan worden toegepast bij een hoog positief resultaat. Hoe weegt u bij deze beoordeling het risico mee dat hierdoor minder Wlz‑zorg kan worden ingezet, terwijl cliënten zelf betalen voor wonen en aanvullende services?;"Wij passen een lager tariefpercentage niet automatisch toe op basis van alleen een hoog positief resultaat. Wij gaan hierover in gesprek, vragen om een toelichting op het resultaat en bekijken samen met u hoe het resultaat wordt ingezet en of lagere tariefpercentages mogelijk zijn. Daarbij staat doelmatige inzet van schaarse middelen voorop, zodat alle klanten passende zorg krijgen; de gevolgen voor de inzet van Wlz-zorg worden dus in dat gesprek betrokken. Zie inkoopbeleid Wlz V&V 2027-2029, paragraaf 8.8 en 5.4.";Inkoopbeleid V&V Wlz 2027-2029;7.4 Met een deel van de zorgaanbieders spreken we een lager tariefpercentage af.;;;FALSE;Zorgaanbieders met een hoog positief resultaat hebben voldoende mogelijkheden om voldoende zorg in zetten. Wij gaan er dan ook vanuit het afspreken van een lager tariefpercentage geen effect heeft op de in te zetten zorg.;U stelt dat een lager tariefpercentage kan worden toegepast bij een hoog positief resultaat. Hoe weegt u bij deze beoordeling het risico mee dat hierdoor minder Wlz-zorg kan worden ingezet, terwijl cliënten zelf betalen voor wonen en aanvullende services?;Nota van Inlichtingen Inkoopbeleid V&V Wlz 2027-2029;7.4 Met een deel van de zorgaanbieders spreken we een lager tariefpercentage af.;0.934;Hoog;0.351
;Notilyze;U stelt dat een lager tariefpercentage kan worden toegepast bij een hoog positief resultaat. Kunt u toelichten op basis van welke objectieve en toetsbare criteria wordt vastgesteld dat sprake is van een hoog positief resultaat, en hoe wordt geborgd dat deze beoordeling consistent en juridisch houdbaar is?;"Wij hanteren hiervoor een vergelijking met andere zorgaanbieders. Als een zorgaanbieder, vergeleken met anderen, een hoog positief resultaat behaalt, kunnen wij het initiatief nemen om hierover in gesprek te gaan; wij vragen dan om een toelichting op het resultaat en bekijken samen hoe het resultaat wordt ingezet en of een lager tariefpercentage mogelijk is. Er is geen vaste norm of drempelwaarde voor “hoog positief resultaat” vastgelegd; de borging zit in de vergelijking via spiegelinformatie en de gezamenlijke duiding in het gesprek. Zie inkoopbeleid Wlz GZ 2027-2029, paragrafen 5.4 en 6.10.";Inkoopbeleid V&V Wlz 2027-2029;7.4 Met een deel van de zorgaanbieders spreken we een lager tariefpercentage af.;;;FALSE;"We kijken naar het resultaat op basis van de meest recente jaarrekeningen. Wij hanteren geen vaste definitie voor ""een hoog positief resultaat"", maar beoordelen dit door een vergelijking te maken met andere zorgaanbieders. We borgen de consistentie door gelijke gevallen gelijk te behandelen. Zorgkantoren hebben de verantwoordelijkheid om zorg doelmatig in te kopen.";U stelt dat een lager tariefpercentage kan worden toegepast bij een hoog positief resultaat. Kunt u toelichten op basis van welke objectieve en toetsbare criteria wordt vastgesteld dat sprake is van een hoog positief resultaat, en hoe wordt geborgd dat deze beoordeling consistent en juridisch houdbaar is?;Nota van Inlichtingen Inkoopbeleid V&V Wlz 2027-2029;7.4 Met een deel van de zorgaanbieders spreken we een lager tariefpercentage af.;1.000;Hoog;0.381
;Notilyze;U stelt dat een lager tariefpercentage kan worden toegepast bij een hoog positief resultaat. Kunt u toelichten hoe u waarborgt dat gelijke gevallen gelijk worden behandeld, met name bij aanbieders met verschillende organisatiemodellen, zodat geen ongerechtvaardigde verschillen in tariefstelling ontstaan?;"Wij toetsen dit aan objectieve criteria die in de inkoopdocumenten zijn vastgelegd: het lagere tariefpercentage geldt voor zorgaanbieders die minder bijdragen aan regionale ontwikkeling, niet de volledige breedte van zorg binnen een prestatie leveren of een lagere zorgzwaartemix hebben, of een hoog positief resultaat hebben. Daarnaast gebruiken wij spiegelinformatie om verschillen tussen zorgaanbieders te duiden en gaan wij hierover met u in gesprek; waar nodig kunnen wij vanuit doelmatigheid maatwerkafspraken maken. Daarmee beoordelen wij niet uitsluitend op organisatiemodel, maar op de relevante omstandigheden en doelmatigheid. Zie inkoopbeleid Wlz GZ 2027-2029, paragrafen 5.4 en 6.10.";Inkoopbeleid V&V Wlz 2027-2029;7.4 Met een deel van de zorgaanbieders spreken we een lager tariefpercentage af.;;;FALSE;"We kijken naar het resultaat op basis van de meest recente jaarrekeningen. Wij hanteren geen vaste definitie voor ""een hoog positief resultaat"", maar beoordelen dit door een vergelijking te maken met andere zorgaanbieders. We borgen de consistentie door gelijke gevallen gelijk te behandelen. We maken hierbij geen onderscheid tussen verschillen in organisatiemodellen.";U stelt dat een lager tariefpercentage kan worden toegepast bij een hoog positief resultaat. Kunt u toelichten hoe u waarborgt dat gelijke gevallen gelijk worden behandeld, met name bij aanbieders met verschillende organisatiemodellen, zodat geen ongerechtvaardigde verschillen in tariefstelling ontstaan?;Nota van Inlichtingen Inkoopbeleid V&V Wlz 2027-2029;7.4 Met een deel van de zorgaanbieders spreken we een lager tariefpercentage af.;1.000;Hoog;0.284
;Notilyze;U stelt dat persoonsvolgende bekostiging wordt toegepast. Onder welke concrete en objectief toetsbare omstandigheden wijkt u hiervan af?;"Wij wijken van persoonsvolgende bekostiging af voor de zorgvormen waarvoor geen onbeperkte persoonsvolgendheid geldt. In de V&V geldt dit voor intramurale zorg, crisiszorg en behandeling; voor zorg met verblijf spreken wij een volumeplafond af, waarbij gedeclareerde dagen boven het afgesproken volume bij de nacalculatie worden gecorrigeerd. In de GZ geldt persoonsvolgendheid niet voor crisiszorg en behandeling. In de GGZ noemen wij geen specifieke zorgvormen als uitzondering; voor alle sectoren geldt bovendien dat persoonsvolgende groei alleen geldt zolang dit past binnen de beschikbare contracteerruimte. Zie inkoopbeleid Wlz V&V 2027-2029, paragrafen 5.2, 7.8 en 11.5; inkoopbeleid Wlz GZ 2027-2029, paragraaf 5.8; inkoopbeleid Wlz GGZ 2027-2029, paragraaf 5.8.";Inkoopbeleid V&V Wlz 2027-2029;7.8 Door persoonsvolgende bekostiging betalen we de geleverde zorg.;;;FALSE;Wij wijken van persoonsvolgende bekostiging af voor de zorgvormen waarvoor geen onbeperkte persoonsvolgendheid geldt. In de V&V geldt dit voor intramurale zorg, crisiszorg en behandeling. Daarnaast kunnen we op een later moment in het jaar toch overgaan naar vaste productieafspraken. Dit hangt onder meer af van de kwaliteit van de aangeleverde declaraties en van de stand van de contracteerruimte in dat jaar. U leest hier meer over in paragraaf 11.3 van het Inkoopbeleid V&V Wlz 2027-2029. Bij de herschikking gaan we sowieso over tot definitieve productieafspraken, zie daarvoor paragraaf 11.4 van het Inkoopbeleid V&V Wlz 2027-2029.;U stelt dat persoonsvolgende bekostiging wordt toegepast. Onder welke concrete en objectief toetsbare omstandigheden wijkt u hiervan af?;Nota van Inlichtingen Inkoopbeleid V&V Wlz 2027-2029;7.8 Door persoonsvolgende bekostiging betalen we de geleverde zorg.;1.000;Hoog;0.529
;Notilyze;U stelt als voorwaarde voor MGZ een structurele regionale governance, terwijl dit niet uit het convenant volgt. Op welke gronden wijkt u hiervan af, en hoe verhoudt dit zich tot de gemaakte landelijke afspraken?;"Wij wijken hiermee niet af van de landelijke afspraken. Het landelijke beleidskader sluit aan bij het convenant MGZ en verwacht dat zorgaanbieders, waar nodig, aanvullende regionale afspraken maken met andere zorgaanbieders en zorgkantoren. Daaronder vallen actieve deelname aan regiotafels, regionale afspraken over MGZ en zo nodig het inrichten van overleg- en escalatieprocessen; onze voorwaarde voor structurele regionale governance is de regionale invulling daarvan. Zie bijlage 2 Landelijk beleidskader, sectie Volledige dekking van MGZ; inkoopbeleid Wlz V&V 2027-2029, paragraaf 8.2; inkoopbeleid Wlz GZ 2027-2029, paragraaf 6.3.";Inkoopbeleid V&V Wlz 2027-2029;8.2 Implementatie van MGZ in alle regio’s.;;;FALSE;"Wij wijken hiermee niet af van de landelijke afspraken. Het landelijke beleidskader sluit aan bij het convenant MGZ en verwacht dat zorgaanbieders, waar nodig, aanvullende regionale afspraken maken met andere zorgaanbieders en zorgkantoren. Daaronder vallen actieve deelname aan regiotafels, regionale afspraken over MGZ en zo nodig het inrichten van overleg- en escalatieprocessen; onze voorwaarde voor structurele regionale governance is de regionale invulling daarvan.";U stelt als voorwaarde voor MGZ een structurele regionale governance, terwijl dit niet uit het convenant volgt. Op welke gronden wijkt u hiervan af, en hoe verhoudt dit zich tot de gemaakte landelijke afspraken?;Nota van Inlichtingen Inkoopbeleid V&V Wlz 2027-2029;8.2 Implementatie van MGZ in alle regio’s.;1.000;Hoog;0.887
;Notilyze;Op welke wijze wordt het relevante rendement berekend (definitie, grondslag en periode), en op basis van welke financiële gegevens? Waarom wordt dit ondernemingsniveau gehanteerd als criterium voor tariefgesprekken?;"Het relevante criterium is het kostenpercentage per zorgaanbieder. Dit wordt berekend over jaar t-2 op basis van jaarrekeningdata, declaratiedata en NZa-tarieven: totale kosten worden afgeleid uit bedrijfslasten en financieringsbaten/-lasten, via de Wlz ZiN-ratio toegerekend aan Wlz ZiN, geschoond voor NHC/NIC, en afgezet tegen het hypothetische 100% NZa-maximumtarief exclusief NHC/NIC. Dit niveau wordt gehanteerd omdat zorgkantoren aanbieders binnen gelijksoortige clusters objectief en uniform willen vergelijken en zo een reëel vertrektarief bepalen; jaarrekeningen maken geen uitsplitsing naar Wlz en andere domeinen mogelijk, daarom wordt de Wlz ZiN-ratio gebruikt. Zie bijlage 7 Onderbouwing vertrektarieven Wlz 2027, hoofdstuk 2.";Inkoopbeleid V&V Wlz 2027-2029;8.8 Doelmatige inzet van middelen.;;;FALSE;Wij kijken naar de meest recente jaarrekeningen, maar daarnaast bekijken we ook de resultaten van de jaren ervoor om dit in totaliteit te bespreken.;Kunt u toelichten over welke periode het rendement wordt vastgesteld en op basis van welke financiële gegevens?;Nota van Inlichtingen Inkoopbeleid V&V Wlz 2027-2029;8.8 Doelmatige inzet van middelen.;0.432;Gemiddeld;0.139
